timestamp,cpu_percent,cpu_percent_roll_mean,cpu_percent_roll_std,cpu_freq_mhz,cpu_freq_mhz_roll_mean,cpu_freq_mhz_roll_std,mem_percent,mem_percent_roll_mean,mem_percent_roll_std,mem_available_mb,mem_available_mb_roll_mean,mem_available_mb_roll_std,disk_read_bytes_sec,disk_read_bytes_sec_roll_mean,disk_read_bytes_sec_roll_std,disk_write_bytes_sec,disk_write_bytes_sec_roll_mean,disk_write_bytes_sec_roll_std,net_sent_bytes_sec,net_sent_bytes_sec_roll_mean,net_sent_bytes_sec_roll_std,net_recv_bytes_sec,net_recv_bytes_sec_roll_mean,net_recv_bytes_sec_roll_std,open_sockets,open_sockets_roll_mean,open_sockets_roll_std,num_processes,num_processes_roll_mean,num_processes_roll_std,cpu_core_max,cpu_core_max_roll_mean,cpu_core_max_roll_std
2026-05-16T15:34:48,11.9,17.0,5.044204595374775,1400.0,1400.0,0.0,82.3,82.34,0.04898979485566774,2776.75,2769.95625,5.405812166157945,55847.68416786478,87768.96865000682,99543.57067719159,0.0,291953.93201496394,461829.49226011237,68259.14634412156,48800.23624352729,27690.70542247905,17049.20408486748,16072.69044907798,5077.345299370182,207.0,205.0,1.2649110640673518,351.0,351.0,0.0,47.3,48.08,4.1973324862345605
2026-05-16T15:34:49,15.6,14.919999999999998,2.304256930118688,1700.0,1460.0,120.0,82.3,82.32000000000001,0.040000000000003415,2777.07421875,2772.9046875,4.363126745809707,0.0,64700.270991292935,103756.27786480398,133979.22119508238,297272.0232613847,459822.2912176698,6572.110379835449,38350.56247597511,31530.007197689094,23894.42677026319,15797.918320009554,4585.634816205045,207.0,205.6,1.3564659966250536,351.0,351.0,0.0,48.7,46.56,1.367625679782302
2026-05-16T15:34:50,26.7,17.14,5.295507529972929,1400.0,1460.0,120.0,82.2,82.28,0.039999999999997725,2796.78515625,2779.2484375,8.97559679857696,0.0,64700.270991292935,103756.27786480398,159844.61645792873,317095.14600171195,451254.16521479277,621029.557360811,156264.4343727311,234486.51764939705,41540.78994806615,21609.404961675824,10844.191713500824,209.0,206.6,1.624807680927192,350.0,350.8,0.4,52.3,47.92,2.526974475533934
2026-05-16T15:34:51,15.2,16.48,5.290519823230984,1700.0,1520.0,146.9693845669907,82.1,82.23999999999998,0.08000000000000042,2806.859375,2786.23359375,13.17347016401181,0.0,64700.270991292935,103756.27786480398,250158.5006118677,351382.574498315,438162.5089176708,118564.38223465918,179151.881484723,223864.24379220707,35187.28133024085,25670.248553389356,11354.693053611207,209.0,207.6,1.2,350.0,350.6,0.48989794855663565,42.3,47.42,3.2412343327812634
2026-05-16T15:34:52,14.5,16.78,5.124607302028127,1400.0,1520.0,146.9693845669907,82.0,82.17999999999999,0.11661903789690571,2819.296875,2795.353125,16.660986405899806,0.0,11169.536833572956,22339.073667145913,0.0,108796.46765297577,96846.94283473893,76753.96849945677,178235.8329637768,224271.63818186335,39985.265435749985,31531.393513837527,9519.228486330256,209.0,208.2,0.9797958971132712,350.0,350.4,0.48989794855663565,46.2,47.36,3.260429419570373
2026-05-16T15:34:54,12.5,16.9,5.014778160596937,1400.0,1520.0,146.9693845669907,82.1,82.14000000000001,0.10198039027185603,2808.0703125,2801.6171875,14.194368906104213,0.0,0.0,0.0,9905.177273683636,110777.50310771249,94678.23943644899,126900.41079439025,189964.08585383053,219700.49287795834,21436.389996299127,32408.830696123863,8263.224070458877,207.0,208.2,0.9797958971132712,350.0,350.2,0.4,36.8,45.260000000000005,5.340636666166311
2026-05-16T15:34:55,13.9,16.560000000000002,5.1472711216721425,1400.0,1460.0,120.0,82.1,82.1,0.06324555320336848,2803.82421875,2806.9671875,7.304816426001281,499.2613954146612,99.85227908293224,199.70455816586448,41937.95721483154,92369.25031166233,97289.35154007722,68570.43227648237,202363.75023315992,210559.52931705173,29655.34679170054,33561.01470041134,7346.47289103529,207.0,208.2,0.9797958971132712,350.0,350.0,0.0,41.4,43.800000000000004,5.196537308631585
2026-05-16T15:34:56,16.9,14.6,1.4532721699667954,1400.0,1460.0,120.0,82.2,82.1,0.06324555320336848,2797.015625,2807.01328125,7.240869115436005,0.0,99.85227908293224,199.70455816586446,29405.225579871738,66281.37213605092,93096.45111471087,54690.91611425827,89096.02198384936,28477.687743756887,40530.5011079555,33358.9569323892,7135.069877266094,207.0,207.8,0.9797958971132712,350.0,350.0,0.0,38.6,41.059999999999995,3.2333264604737963
2026-05-16T15:34:57,16.5,14.86,1.641462762294655,1400.0,1400.0,0.0,82.1,82.1,0.06324555320336848,2807.93359375,2807.228125,7.24904719964868,0.0,99.85227908293224,199.70455816586446,135986.41463871856,43446.95494142109,48529.759079277115,43504.442866776975,74084.03411027291,28769.089061314888,31565.205937006092,32634.54185374225,7096.435686542265,206.0,207.2,0.9797958971132713,349.0,349.8,0.4,39.4,40.480000000000004,3.218943926196915
2026-05-16T15:34:58,14.6,14.879999999999999,1.6375591592366971,1700.0,1460.0,120.0,82.1,82.12,0.04000000000000341,2809.0859375,2805.1859375,4.465143184950442,0.0,99.85227908293224,199.70455816586446,47939.845792644635,53034.924099950025,43470.88679348058,5606.246614911323,59854.48973336383,39517.038329901625,27175.861070159048,30072.66098062406,6240.911599179799,206.0,206.6,0.4898979485566356,349.0,349.6,0.48989794855663565,36.4,38.519999999999996,1.818130908378162
2026-05-16T15:34:59,11.9,14.76,1.819450466487065,1700.0,1520.0,146.9693845669907,82.1,82.12,0.040000000000003415,2812.515625,2806.075,5.31300399723258,0.0,99.85227908293224,199.70455816586446,85656.03825805725,68185.09629682475,38742.51781364157,98225.94378046264,54119.59633057832,30399.833995912657,17854.52093423636,29356.287168211507,7305.842873026799,207.0,206.6,0.4898979485566356,349.0,349.4,0.48989794855663565,40.3,39.220000000000006,1.6904437287292349
2026-05-16T15:35:00,15.7,15.12,1.791535654124695,1700.0,1580.0,146.9693845669907,82.2,82.14,0.04898979485566774,2787.0078125,2802.71171875,9.41353681104869,0.0,0.0,0.0,233404.29642521075,106478.36413890058,73186.76574853003,373972.05757758854,115199.92139079954,132712.83984137973,26123.29066867614,28649.875943606625,7412.751797317243,208.0,206.8,0.7483314773547882,349.0,349.2,0.4,47.8,40.5,3.871950412905619
2026-05-16T15:35:01,18.5,15.440000000000001,2.181375712709757,1700.0,1640.0,120.0,82.2,82.14,0.04898979485566774,2786.92578125,2800.69375,11.308958624294972,0.0,0.0,0.0,201895.69011486575,140976.4570458994,69274.98645487528,66348.56265527739,117531.45069900337,131728.07193608631,24890.93886577268,25521.963495170065,4445.348541500053,209.0,207.2,1.1661903789690602,349.0,349.0,0.0,43.1,41.39999999999999,3.8486361220567473
2026-05-16T15:35:02,15.6,15.26,2.1228283020536542,1400.0,1640.0,120.0,82.2,82.16,0.04898979485566774,2800.0546875,2799.11796875,10.724181613953695,0.0,0.0,0.0,196927.58256527325,153164.69063121034,72605.75937985159,105641.47029861249,129958.85618537047,127004.4065296239,30492.80811966989,25307.483931702824,4165.672285033193,213.0,208.6,2.416609194718914,348.0,348.8,0.4,45.5,42.62,3.9856743469581155
2026-05-16T15:35:03,18.1,15.960000000000003,2.354230235129946,1400.0,1580.0,146.9693845669907,82.2,82.17999999999999,0.040000000000003415,2796.97265625,2796.6953125,9.496694210499482,11957.378484850455,2391.475696970091,4782.951393940182,1110043.3026769506,365585.3820080715,375576.79403013916,153160.12260929664,159469.63138424754,110788.8932900835,60757.06709461327,32023.725136593665,14929.211376443822,214.0,210.2,2.7856776554368237,348.0,348.6,0.48989794855663565,45.7,44.48,2.5662423891752706
2026-05-16T15:35:04,30.0,19.580000000000002,5.34467959750629,1700.0,1580.0,146.9693845669907,82.2,82.2,0.0,2790.3671875,2792.265625,5.340191500655372,0.0,2391.475696970091,4782.951393940181,900671.6025648639,528588.4948694328,395068.7011127958,235728.50647535684,186970.14392322637,109228.32067877478,49952.876763746994,38443.39630249579,14345.968092551138,215.0,211.8,2.7856776554368237,348.0,348.4,0.48989794855663565,55.2,47.46,4.146613075752307
2026-05-16T15:35:05,17.9,20.02,5.091718766781999,1700.0,1580.0,146.9693845669907,82.3,82.22,0.039999999999997725,2782.32421875,2791.32890625,6.471290167775424,0.0,2391.475696970091,4782.951393940181,4167308.990587495,1315369.4337018896,1472306.2384838208,166260.2610161293,145427.78461093453,57418.59567248338,46176.40205132581,42454.018579025724,13089.101744737483,215.0,213.2,2.227105745132009,348.0,348.2,0.4,47.1,47.32,4.144586831036358
2026-05-16T15:35:06,21.9,20.7,5.070305710704237,1700.0,1580.0,146.9693845669907,82.3,82.24000000000001,0.04898979485566078,2785.3515625,2791.0140625,6.71168351135843,4004.077198488681,3192.2911366678272,4648.826108496243,5069161.73328667,2288822.6423362507,1946869.5592233972,78276.9720683063,147813.4664935403,54243.3895231461,32333.705424123928,43942.571890695974,11309.314187440586,215.0,214.4,0.8,348.0,348.0,0.0,58.5,50.4,5.397036223706489
2026-05-16T15:35:07,20.3,21.64,4.433328320799172,1700.0,1640.0,120.0,82.1,82.22,0.07483314773547912,2805.88671875,2792.18046875,8.460425091247448,0.0,3192.2911366678272,4648.826108496243,167410.80305360327,2282919.2864339165,1953238.0503079155,94964.90133099451,145678.1527000167,56041.80990383798,28721.690832165852,43588.34843319517,11744.39986004837,215.0,214.8,0.4,348.0,348.0,0.0,67.1,54.720000000000006,7.8384692383143255
2026-05-16T15:35:08,23.3,22.68,4.076469060351127,1700.0,1700.0,0.0,82.0,82.17999999999999,0.11661903789690571,2820.66015625,2796.91796875,14.379165284783028,64399.256523112585,13680.666744320251,25406.66708600467,154457.59181715283,2091802.1442619574,2099894.126277344,288679.3759930023,172782.00337675787,80527.88171623678,22969.55293621455,36030.84560151542,10338.71580401228,214.0,214.8,0.4,348.0,348.0,0.0,62.0,57.98,6.7187498837209265
2026-05-16T15:35:09,21.4,20.959999999999997,1.8084247288731707,1700.0,1700.0,0.0,82.0,82.14,0.13564659966250436,2818.984375,2802.64140625,16.211272850447017,0.0,13680.666744320251,25406.667086004665,0.0,1911667.8237489841,2229007.8099509836,94193.12200386083,144474.92648245866,78270.2953618084,38392.50099735967,33718.77044823796,7993.387633978784,215.0,214.8,0.4,348.0,348.0,0.0,56.9,58.31999999999999,6.611626123730831
2026-05-16T15:35:10,15.4,20.46,2.70747114481392,1700.0,1700.0,0.0,82.1,82.1,0.10954451150103219,2817.0625,2809.5890625,13.174650183997414,0.0,13680.666744320251,25406.667086004665,523140.58046090906,1182834.141723667,1950716.6496268022,127240.42754028931,136670.95978729066,77651.93281853435,31237.332398878087,30730.95651774842,5015.994787749399,214.0,214.6,0.4898979485566356,348.0,348.0,0.0,42.9,57.48,8.086136283788443
